"ad_id","xyz_campaign_id","fb_campaign_id","age","gender","interest","Impressions","Clicks","Spent","Total_Conversion","Approved_Conversion"
"ID_1121132","CPG_ID_1178","FB_ID_144537","30-34","M","Interest_21",114923,12,23.73000026,4,2
"ID_1121133","CPG_ID_1178","FB_ID_144538","30-34","M","Interest_22",25002,1,1.710000038,1,0
"ID_1121134","CPG_ID_1178","FB_ID_144538","30-34","M","Interest_22",68905,5,9.440000057,1,0
"ID_1121136","CPG_ID_1178","FB_ID_144538","30-34","M","Interest_22",169588,16,27.79999924,1,0
"ID_1121138","CPG_ID_1178","FB_ID_144538","30-34","M","Interest_22",328991,35,67.65000057,5,2
"ID_1121141","CPG_ID_1178","FB_ID_144539","30-34","M","Interest_23",23198,2,2.980000019,1,0
"ID_1121142","CPG_ID_1178","FB_ID_144539","30-34","M","Interest_23",26890,2,3.24000001,1,0
"ID_1121143","CPG_ID_1178","FB_ID_144539","30-34","M","Interest_23",221695,31,52.26000011,5,2
"ID_1121152","CPG_ID_1178","FB_ID_144541","30-34","M","Interest_24",88443,7,13.0400002,1,1
"ID_1121153","CPG_ID_1178","FB_ID_144541","30-34","M","Interest_24",187856,23,38.38999975,5,1
"ID_1121164","CPG_ID_1178","FB_ID_144545","30-34","M","Interest_25",570699,80,138.7699997,9,2
"ID_1121167","CPG_ID_1178","FB_ID_144545","30-34","M","Interest_25",1063508,145,260.3800013,23,7
"ID_1121168","CPG_ID_1178","FB_ID_144545","30-34","M","Interest_25",50523,6,8.549999952,1,0
"ID_1121172","CPG_ID_1178","FB_ID_144547","30-34","M","Interest_26",87935,9,15.63000023,1,0
"ID_1121173","CPG_ID_1178","FB_ID_144547","30-34","M","Interest_26",278225,33,60.19999957,3,0
"ID_1121175","CPG_ID_1178","FB_ID_144547","30-34","M","Interest_26",209461,20,34.19000006,1,0
"ID_1121177","CPG_ID_1178","FB_ID_144547","30-34","M","Interest_26",26316,2,3.24000001,3,0
"ID_1121181","CPG_ID_1178","FB_ID_144549","30-34","M","Interest_27",41030,3,5.140000105,2,1
"ID_1121182","CPG_ID_1178","FB_ID_144549","30-34","M","Interest_27",876671,120,216.5599982,22,4
"ID_1121183","CPG_ID_1178","FB_ID_144549","30-34","M","Interest_27",399392,53,93.07000041,5,0
"ID_1121184","CPG_ID_1178","FB_ID_144549","30-34","M","Interest_27",283858,30,56.05999923,1,0
"ID_1121185","CPG_ID_1178","FB_ID_144549","30-34","M","Interest_27",260699,31,54.09999871,5,2
"ID_1121193","CPG_ID_1178","FB_ID_144552","30-34","M","Interest_28",57781,5,7.800000072,2,1
"ID_1121195","CPG_ID_1178","FB_ID_144552","30-34","M","Interest_28",38757,3,5.220000029,1,0
"ID_1121196","CPG_ID_1178","FB_ID_144552","30-34","M","Interest_28",1392288,206,358.5500029,31,7
"ID_1121197","CPG_ID_1178","FB_ID_144552","30-34","M","Interest_28",1109387,159,280.9899995,13,2
"ID_1121202","CPG_ID_1178","FB_ID_144554","30-34","M","Interest_29",581281,65,115.1200008,10,5
"ID_1121203","CPG_ID_1178","FB_ID_144554","30-34","M","Interest_29",1048861,128,219.770002,22,8
"ID_1121205","CPG_ID_1178","FB_ID_144554","30-34","M","Interest_29",297452,30,52.01999986,4,1
"ID_1121206","CPG_ID_1178","FB_ID_144554","30-34","M","Interest_29",227925,22,35.30999994,22,12
"ID_1121207","CPG_ID_1178","FB_ID_144554","30-34","M","Interest_29",374175,38,63.32000101,8,3
"ID_1121211","CPG_ID_1178","FB_ID_144556","30-34","M","Interest_30",223586,32,54.24000037,1,0
"ID_1121213","CPG_ID_1178","FB_ID_144556","30-34","M","Interest_30",283170,39,65.22999996,2,1
"ID_1121215","CPG_ID_1178","FB_ID_144556","30-34","M","Interest_30",41636,3,4.210000038,1,0
"ID_1121216","CPG_ID_1178","FB_ID_144556","30-34","M","Interest_30",198658,30,48.60999978,8,1
"ID_1121220","CPG_ID_1178","FB_ID_144558","30-34","M","Interest_31",100596,10,13.91999972,4,2
"ID_1121223","CPG_ID_1178","FB_ID_144558","30-34","M","Interest_31",64020,5,11.0599997,1,0
"ID_1121224","CPG_ID_1178","FB_ID_144558","30-34","M","Interest_31",14289,0,0,1,0
"ID_1121229","CPG_ID_1178","FB_ID_144561","30-34","M","Interest_32",404866,43,87.42000079,4,0
"ID_1121231","CPG_ID_1178","FB_ID_144561","30-34","M","Interest_32",22256,1,1.659999967,1,1
"ID_1121233","CPG_ID_1178","FB_ID_144561","30-34","M","Interest_32",57690,4,6.74000001,1,0
"ID_1121241","CPG_ID_1178","FB_ID_144562","30-34","M","Interest_36",24952,5,8.220000267,3,2
"ID_1121242","CPG_ID_1178","FB_ID_144562","30-34","M","Interest_36",38900,3,5.580000043,1,0
"ID_1121243","CPG_ID_1178","FB_ID_144562","30-34","M","Interest_36",53520,6,9.2299999,1,1
"ID_1121244","CPG_ID_1178","FB_ID_144562","30-34","M","Interest_36",181683,20,34.22999972,2,1
"ID_1121245","CPG_ID_1178","FB_ID_144562","30-34","M","Interest_36",29185,2,3.149999976,1,0
"ID_1121246","CPG_ID_1178","FB_ID_144562","30-34","M","Interest_36",105047,13,20.2099994,3,1
"ID_1121250","CPG_ID_1178","FB_ID_144565","30-34","M","Interest_63",287976,31,59.43999982,3,2
"ID_1121251","CPG_ID_1178","FB_ID_144565","30-34","M","Interest_63",212175,22,38.58999968,2,1
"ID_1121252","CPG_ID_1178","FB_ID_144565","30-34","M","Interest_63",11139,0,0,1,1
"ID_1121254","CPG_ID_1178","FB_ID_144565","30-34","M","Interest_63",124005,11,21.84999979,4,1
"ID_1121255","CPG_ID_1178","FB_ID_144565","30-34","M","Interest_63",20423,1,1.960000038,1,0
"ID_1121261","CPG_ID_1178","FB_ID_144567","30-34","M","Interest_64",103001,14,22.32000005,1,0
"ID_1121262","CPG_ID_1178","FB_ID_144567","30-34","M","Interest_64",447420,66,110.2399991,7,2
"ID_1121263","CPG_ID_1178","FB_ID_144567","30-34","M","Interest_64",156101,19,29.75000048,2,2
"ID_1121264","CPG_ID_1178","FB_ID_144567","30-34","M","Interest_64",93015,12,18.47000015,1,0
"ID_1121265","CPG_ID_1178","FB_ID_144568","30-34","M","Interest_65",145398,23,36.24000025,1,0
"ID_1121269","CPG_ID_1178","FB_ID_144568","30-34","M","Interest_65",296413,50,76.43999958,3,1
"ID_1121273","CPG_ID_1178","FB_ID_144569","30-34","M","Interest_2",9370,0,0,1,1
"ID_1121274","CPG_ID_1178","FB_ID_144569","30-34","M","Interest_2",63785,7,11.80000019,6,2
"ID_1121275","CPG_ID_1178","FB_ID_144569","30-34","M","Interest_2",118522,14,26.81999981,2,1
"ID_1121276","CPG_ID_1178","FB_ID_144569","30-34","M","Interest_2",240123,38,65.67000115,5,4
"ID_1121277","CPG_ID_1178","FB_ID_144570","30-34","M","Interest_7",169108,20,32.24000025,2,1
"ID_1121278","CPG_ID_1178","FB_ID_144570","30-34","M","Interest_7",1044442,142,245.5999999,22,8
"ID_1121279","CPG_ID_1178","FB_ID_144570","30-34","M","Interest_7",93891,11,17.6400001,5,3
"ID_1121282","CPG_ID_1178","FB_ID_144570","30-34","M","Interest_7",185823,25,38.54999936,4,1
"ID_1121284","CPG_ID_1178","FB_ID_144571","30-34","M","Interest_66",175631,23,40.75999951,1,0
"ID_1121285","CPG_ID_1178","FB_ID_144571","30-34","M","Interest_66",37187,4,6.370000005,1,0
"ID_1121286","CPG_ID_1178","FB_ID_144571","30-34","M","Interest_66",10991,0,0,1,0
"ID_1121287","CPG_ID_1178","FB_ID_144571","30-34","M","Interest_66",344618,51,89.76000047,3,1
"ID_1121289","CPG_ID_1178","FB_ID_144572","35-39","M","Interest_10",98066,9,16.1500001,1,0
"ID_1121290","CPG_ID_1178","FB_ID_144572","35-39","M","Interest_10",770749,100,189.1299984,13,3
"ID_1121291","CPG_ID_1178","FB_ID_144572","35-39","M","Interest_10",52553,5,8.529999852,1,0
"ID_1121292","CPG_ID_1178","FB_ID_144572","35-39","M","Interest_10",362296,39,67.77000129,7,3
"ID_1121293","CPG_ID_1178","FB_ID_144572","35-39","M","Interest_10",427729,50,96.8999989,4,1
"ID_1121296","CPG_ID_1178","FB_ID_144573","35-39","M","Interest_15",180351,21,37.13000011,1,1
"ID_1121297","CPG_ID_1178","FB_ID_144573","35-39","M","Interest_15",187329,29,53.15999961,2,1
"ID_1121300","CPG_ID_1178","FB_ID_144573","35-39","M","Interest_15",782894,118,192.9299995,5,2
"ID_1121302","CPG_ID_1178","FB_ID_144574","35-39","M","Interest_16",1206533,128,236.1199988,17,6
"ID_1121303","CPG_ID_1178","FB_ID_144574","35-39","M","Interest_16",84494,7,12.57000017,2,0
"ID_1121304","CPG_ID_1178","FB_ID_144574","35-39","M","Interest_16",94257,7,12.5800004,1,1
"ID_1121309","CPG_ID_1178","FB_ID_144575","35-39","M","Interest_18",131060,16,28.04999959,2,1
"ID_1121310","CPG_ID_1178","FB_ID_144575","35-39","M","Interest_18",341603,50,83.48000121,4,2
"ID_1121311","CPG_ID_1178","FB_ID_144575","35-39","M","Interest_18",140749,19,30.4799999,1,1
"ID_1121312","CPG_ID_1178","FB_ID_144575","35-39","M","Interest_18",102525,13,20.29999983,2,1
"ID_1121316","CPG_ID_1178","FB_ID_144576","35-39","M","Interest_19",447952,68,131.5799983,8,1
"ID_1121317","CPG_ID_1178","FB_ID_144576","35-39","M","Interest_19",76355,9,14.62999988,2,0
"ID_1121319","CPG_ID_1178","FB_ID_144577","35-39","M","Interest_20",256598,38,64.46999931,6,1
"ID_1121321","CPG_ID_1178","FB_ID_144577","35-39","M","Interest_20",127476,21,30.15000057,3,2
"ID_1121322","CPG_ID_1178","FB_ID_144577","35-39","M","Interest_20",237603,37,62.25000024,5,2
"ID_1121327","CPG_ID_1178","FB_ID_144578","35-39","M","Interest_21",271091,42,78.03999984,3,1
"ID_1121330","CPG_ID_1178","FB_ID_144578","35-39","M","Interest_21",21743,2,3.400000095,1,0
"ID_1121333","CPG_ID_1178","FB_ID_144579","35-39","M","Interest_22",88970,10,14.8300004,2,0
"ID_1121334","CPG_ID_1178","FB_ID_144579","35-39","M","Interest_22",108362,13,22.42999983,1,1
"ID_1121335","CPG_ID_1178","FB_ID_144579","35-39","M","Interest_22",188596,27,44.14000034,3,0
"ID_1121336","CPG_ID_1178","FB_ID_144579","35-39","M","Interest_22",275080,43,69.65999997,4,3
"ID_1121337","CPG_ID_1178","FB_ID_144580","35-39","M","Interest_23",64647,10,16.26999998,1,0
"ID_1121338","CPG_ID_1178","FB_ID_144580","35-39","M","Interest_23",31265,4,5.789999902,1,0
"ID_1121340","CPG_ID_1178","FB_ID_144580","35-39","M","Interest_23",140147,24,42.08000016,2,0
"ID_1121341","CPG_ID_1178","FB_ID_144580","35-39","M","Interest_23",223120,40,67.66999984,1,0
"ID_1121342","CPG_ID_1178","FB_ID_144580","35-39","M","Interest_23",104869,18,34.07000089,1,0
"ID_1121344","CPG_ID_1178","FB_ID_144581","35-39","M","Interest_24",165177,23,41.71999967,4,1
"ID_1121345","CPG_ID_1178","FB_ID_144581","35-39","M","Interest_24",84194,11,19.56999981,1,0
"ID_1121347","CPG_ID_1178","FB_ID_144581","35-39","M","Interest_24",220581,31,57.37,1,1
"ID_1121350","CPG_ID_1178","FB_ID_144582","35-39","M","Interest_25",75804,10,17.36999965,2,1
"ID_1121352","CPG_ID_1178","FB_ID_144582","35-39","M","Interest_25",368986,59,100.289999,0,0
"ID_1121353","CPG_ID_1178","FB_ID_144582","35-39","M","Interest_25",28194,3,3.709999919,2,0
"ID_1121355","CPG_ID_1178","FB_ID_144583","35-39","M","Interest_26",99961,14,23.2099998,1,0
"ID_1121359","CPG_ID_1178","FB_ID_144583","35-39","M","Interest_26",7573,0,0,1,0
"ID_1121361","CPG_ID_1178","FB_ID_144584","35-39","M","Interest_27",685781,103,177.8899992,10,1
"ID_1121364","CPG_ID_1178","FB_ID_144584","35-39","M","Interest_27",274222,43,66.7700001,2,1
"ID_1121365","CPG_ID_1178","FB_ID_144584","35-39","M","Interest_27",110503,25,32.67999995,4,0
"ID_1121367","CPG_ID_1178","FB_ID_144585","35-39","M","Interest_28",1447755,233,420.5799983,11,8
"ID_1121368","CPG_ID_1178","FB_ID_144585","35-39","M","Interest_28",358987,52,87.55000067,1,0
"ID_1121369","CPG_ID_1178","FB_ID_144585","35-39","M","Interest_28",826205,125,232.3700008,5,1
"ID_1121370","CPG_ID_1178","FB_ID_144585","35-39","M","Interest_28",550954,84,150.1400012,3,0
"ID_1121372","CPG_ID_1178","FB_ID_144585","35-39","M","Interest_28",378350,55,96.48000073,4,0
"ID_1121373","CPG_ID_1178","FB_ID_144586","35-39","M","Interest_29",492784,56,95.5100013,7,4
"ID_1121374","CPG_ID_1178","FB_ID_144586","35-39","M","Interest_29",327158,43,72.3100003,6,2
"ID_1121375","CPG_ID_1178","FB_ID_144586","35-39","M","Interest_29",9921,0,0,1,0
"ID_1121377","CPG_ID_1178","FB_ID_144586","35-39","M","Interest_29",59390,5,9.209999919,5,3
"ID_1121378","CPG_ID_1178","FB_ID_144586","35-39","M","Interest_29",1040330,147,254.2500038,13,2
"ID_1121379","CPG_ID_1178","FB_ID_144587","35-39","M","Interest_30",49422,6,11.17000031,1,0
"ID_1121380","CPG_ID_1178","FB_ID_144587","35-39","M","Interest_30",131091,18,34.23000026,3,1
"ID_1121381","CPG_ID_1178","FB_ID_144587","35-39","M","Interest_30",95691,15,25.26000011,1,1
"ID_1121390","CPG_ID_1178","FB_ID_144588","35-39","M","Interest_31",15513,1,1.289999962,1,0
"ID_1121391","CPG_ID_1178","FB_ID_144589","35-39","M","Interest_32",382537,63,113.9900012,4,3
"ID_1121394","CPG_ID_1178","FB_ID_144589","35-39","M","Interest_32",461356,64,121.0999982,6,3
"ID_1121395","CPG_ID_1178","FB_ID_144589","35-39","M","Interest_32",392541,53,98.70000017,3,2
"ID_1121398","CPG_ID_1178","FB_ID_144590","35-39","M","Interest_36",35088,5,8.800000072,1,1
"ID_1121400","CPG_ID_1178","FB_ID_144590","35-39","M","Interest_36",53933,6,9.929999948,3,1
"ID_1121403","CPG_ID_1178","FB_ID_144591","35-39","M","Interest_63",228861,33,53.38999939,4,2
"ID_1121405","CPG_ID_1178","FB_ID_144591","35-39","M","Interest_63",20959,2,3.769999981,1,1
"ID_1121410","CPG_ID_1178","FB_ID_144592","35-39","M","Interest_64",24992,2,3.190000057,1,0
"ID_1121411","CPG_ID_1178","FB_ID_144592","35-39","M","Interest_64",100351,15,24.17999995,2,1
"ID_1121412","CPG_ID_1178","FB_ID_144592","35-39","M","Interest_64",292448,43,76.89999968,2,1
"ID_1121413","CPG_ID_1178","FB_ID_144592","35-39","M","Interest_64",65060,7,14.5200001,1,1
"ID_1121414","CPG_ID_1178","FB_ID_144592","35-39","M","Interest_64",133316,21,36.17000055,2,0
"ID_1121415","CPG_ID_1178","FB_ID_144593","35-39","M","Interest_65",113501,26,38.44000077,5,4
"ID_1121418","CPG_ID_1178","FB_ID_144593","35-39","M","Interest_65",192810,41,61.92999995,4,3
"ID_1121421","CPG_ID_1178","FB_ID_144594","35-39","M","Interest_2",233404,43,70.4100008,2,1
"ID_1121422","CPG_ID_1178","FB_ID_144594","35-39","M","Interest_2",128843,24,37.5999999,2,0
"ID_1121423","CPG_ID_1178","FB_ID_144594","35-39","M","Interest_2",63564,12,20.59000027,2,0
"ID_1121425","CPG_ID_1178","FB_ID_144594","35-39","M","Interest_2",85970,14,24.78000021,1,1
"ID_1121428","CPG_ID_1178","FB_ID_144595","35-39","M","Interest_7",131232,16,29.53999937,1,1
"ID_1121429","CPG_ID_1178","FB_ID_144595","35-39","M","Interest_7",152454,22,37.84999979,1,1
"ID_1121430","CPG_ID_1178","FB_ID_144595","35-39","M","Interest_7",28989,2,2.290000021,1,0
"ID_1121433","CPG_ID_1178","FB_ID_144596","35-39","M","Interest_66",80248,15,24.1900003,1,1
"ID_1121437","CPG_ID_1178","FB_ID_144596","35-39","M","Interest_66",38580,5,8.519999981,1,0
"ID_1121439","CPG_ID_1178","FB_ID_144597","40-44","M","Interest_10",621591,91,163.36,5,1
"ID_1121440","CPG_ID_1178","FB_ID_144597","40-44","M","Interest_10",250499,36,58.14000005,3,1
"ID_1121442","CPG_ID_1178","FB_ID_144597","40-44","M","Interest_10",131637,18,29.30999982,2,1
"ID_1121443","CPG_ID_1178","FB_ID_144597","40-44","M","Interest_10",463813,69,116.3399996,4,2
"ID_1121444","CPG_ID_1178","FB_ID_144597","40-44","M","Interest_10",211767,35,60.89999914,5,1
"ID_1121446","CPG_ID_1178","FB_ID_144598","40-44","M","Interest_15",163181,26,40.02000093,1,1
"ID_1121451","CPG_ID_1178","FB_ID_144599","40-44","M","Interest_16",1117385,147,260.0699984,11,2
"ID_1121452","CPG_ID_1178","FB_ID_144599","40-44","M","Interest_16",1663441,205,359.4700001,17,6
"ID_1121453","CPG_ID_1178","FB_ID_144599","40-44","M","Interest_16",455248,54,105.7099996,5,2
"ID_1121454","CPG_ID_1178","FB_ID_144599","40-44","M","Interest_16",75589,6,10.66000009,1,1
"ID_1121455","CPG_ID_1178","FB_ID_144599","40-44","M","Interest_16",594267,82,143.3000009,3,2
"ID_1121456","CPG_ID_1178","FB_ID_144599","40-44","M","Interest_16",315281,35,65.02999854,1,0
"ID_1121464","CPG_ID_1178","FB_ID_144601","40-44","M","Interest_19",363456,71,117.5599997,7,1
"ID_1121466","CPG_ID_1178","FB_ID_144601","40-44","M","Interest_19",438983,81,143.4300001,3,1
"ID_1121467","CPG_ID_1178","FB_ID_144601","40-44","M","Interest_19",42563,5,9.659999847,1,1
"ID_1121469","CPG_ID_1178","FB_ID_144602","40-44","M","Interest_20",399035,75,124.7999995,7,3
"ID_1121471","CPG_ID_1178","FB_ID_144602","40-44","M","Interest_20",304680,59,98.55000019,3,0
"ID_1121472","CPG_ID_1178","FB_ID_144602","40-44","M","Interest_20",140596,23,40.77000022,1,0
"ID_1121473","CPG_ID_1178","FB_ID_144602","40-44","M","Interest_20",439986,80,134.8799999,4,3
"ID_1121474","CPG_ID_1178","FB_ID_144602","40-44","M","Interest_20",75803,11,19.3599999,2,2
"ID_1121477","CPG_ID_1178","FB_ID_144603","40-44","M","Interest_21",7073,0,0,1,0
"ID_1121481","CPG_ID_1178","FB_ID_144604","40-44","M","Interest_22",153586,28,43.01000035,2,0
"ID_1121482","CPG_ID_1178","FB_ID_144604","40-44","M","Interest_22",180815,31,42.62999976,1,0
"ID_1121483","CPG_ID_1178","FB_ID_144604","40-44","M","Interest_22",253169,51,75.78999984,1,0
"ID_1121484","CPG_ID_1178","FB_ID_144604","40-44","M","Interest_22",34453,5,7.710000038,1,1
"ID_1121487","CPG_ID_1178","FB_ID_144605","40-44","M","Interest_23",51550,8,14.03999984,1,0
"ID_1121489","CPG_ID_1178","FB_ID_144605","40-44","M","Interest_23",110018,24,39.85999966,1,0
"ID_1121493","CPG_ID_1178","FB_ID_144606","40-44","M","Interest_24",137584,21,36.77999961,1,0
"ID_1121497","CPG_ID_1178","FB_ID_144606","40-44","M","Interest_24",209825,30,54.86999953,1,0
"ID_1121499","CPG_ID_1178","FB_ID_144607","40-44","M","Interest_25",264222,63,87.7899996,1,1
"ID_1121510","CPG_ID_1178","FB_ID_144608","40-44","M","Interest_26",31202,5,6.730000019,1,0
"ID_1121511","CPG_ID_1178","FB_ID_144609","40-44","M","Interest_27",252991,49,76.83999932,3,0
"ID_1121514","CPG_ID_1178","FB_ID_144609","40-44","M","Interest_27",56265,9,15.53999972,1,0
"ID_1121523","CPG_ID_1178","FB_ID_144611","40-44","M","Interest_29",76923,11,17.67000008,2,2
"ID_1121524","CPG_ID_1178","FB_ID_144611","40-44","M","Interest_29",209332,30,49.60000014,3,1
"ID_1121525","CPG_ID_1178","FB_ID_144611","40-44","M","Interest_29",214094,31,53.26999903,1,0
"ID_1121526","CPG_ID_1178","FB_ID_144611","40-44","M","Interest_29",526209,85,126.9299996,3,2
"ID_1121527","CPG_ID_1178","FB_ID_144611","40-44","M","Interest_29",741143,120,179.620001,4,1
"ID_1121528","CPG_ID_1178","FB_ID_144611","40-44","M","Interest_29",172827,25,38.42000043,2,0
"ID_1121530","CPG_ID_1178","FB_ID_144612","40-44","M","Interest_30",188873,38,58.5999999,1,1
"ID_1121532","CPG_ID_1178","FB_ID_144612","40-44","M","Interest_30",123126,25,39.72999978,2,1
"ID_1121535","CPG_ID_1178","FB_ID_144613","40-44","M","Interest_31",77794,14,19.11000001,1,1
"ID_1121541","CPG_ID_1178","FB_ID_144614","40-44","M","Interest_32",56630,9,15.81000018,1,1
"ID_1121544","CPG_ID_1178","FB_ID_144614","40-44","M","Interest_32",400844,85,140.9700022,4,2
"ID_1121545","CPG_ID_1178","FB_ID_144614","40-44","M","Interest_32",208572,36,60.76000023,2,1
"ID_1121548","CPG_ID_1178","FB_ID_144615","40-44","M","Interest_36",59004,8,13.51000011,1,0
"ID_1121551","CPG_ID_1178","FB_ID_144615","40-44","M","Interest_36",196253,32,55.10000002,1,0
"ID_1121554","CPG_ID_1178","FB_ID_144616","40-44","M","Interest_63",51858,8,12.63000011,1,1
"ID_1121557","CPG_ID_1178","FB_ID_144616","40-44","M","Interest_63",280764,49,81.36000025,2,1
"ID_1121561","CPG_ID_1178","FB_ID_144617","40-44","M","Interest_64",63660,11,16.47000003,1,1
"ID_1121562","CPG_ID_1178","FB_ID_144617","40-44","M","Interest_64",109289,19,31.02999997,1,0
"ID_1121568","CPG_ID_1178","FB_ID_144618","40-44","M","Interest_65",188440,40,60.72999966,2,1
"ID_1121571","CPG_ID_1178","FB_ID_144619","40-44","M","Interest_2",212496,44,74.83000135,2,1
"ID_1121572","CPG_ID_1178","FB_ID_144619","40-44","M","Interest_2",32574,5,7.480000019,1,0
"ID_1121575","CPG_ID_1178","FB_ID_144619","40-44","M","Interest_2",128595,23,36.4800005,1,1
"ID_1121577","CPG_ID_1178","FB_ID_144620","40-44","M","Interest_7",242234,48,68.06000054,2,0
"ID_1121584","CPG_ID_1178","FB_ID_144621","40-44","M","Interest_66",33154,5,7.879999995,1,1
"ID_1121585","CPG_ID_1178","FB_ID_144621","40-44","M","Interest_66",9773,1,1.460000038,1,0
"ID_1121589","CPG_ID_1178","FB_ID_144622","45-49","M","Interest_10",464036,77,123.5500004,3,1
"ID_1121590","CPG_ID_1178","FB_ID_144622","45-49","M","Interest_10",478480,75,135.7500012,3,1
"ID_1121592","CPG_ID_1178","FB_ID_144622","45-49","M","Interest_10",428812,66,116.8800001,4,2
"ID_1121593","CPG_ID_1178","FB_ID_144622","45-49","M","Interest_10",1177535,221,365.6600009,15,3
"ID_1121594","CPG_ID_1178","FB_ID_144622","45-49","M","Interest_10",426500,72,128.2799988,4,1
"ID_1121597","CPG_ID_1178","FB_ID_144623","45-49","M","Interest_15",54237,7,10.77999985,2,1
"ID_1121598","CPG_ID_1178","FB_ID_144623","45-49","M","Interest_15",506916,89,133.6999986,2,2
"ID_1121599","CPG_ID_1178","FB_ID_144623","45-49","M","Interest_15",250960,42,64.87999952,2,0
"ID_1121601","CPG_ID_1178","FB_ID_144624","45-49","M","Interest_16",2286228,353,603.380002,16,7
"ID_1121602","CPG_ID_1178","FB_ID_144624","45-49","M","Interest_16",915451,125,220.559999,6,1
"ID_1121603","CPG_ID_1178","FB_ID_144624","45-49","M","Interest_16",159478,20,33.89999998,3,1
"ID_1121605","CPG_ID_1178","FB_ID_144624","45-49","M","Interest_16",1228924,190,318.9700032,6,3
"ID_1121606","CPG_ID_1178","FB_ID_144624","45-49","M","Interest_16",938283,134,248.6400001,7,2
"ID_1121607","CPG_ID_1178","FB_ID_144625","45-49","M","Interest_18",154572,26,40.93000007,1,1
"ID_1121609","CPG_ID_1178","FB_ID_144625","45-49","M","Interest_18",378171,70,109.2500008,1,0
"ID_1121612","CPG_ID_1178","FB_ID_144625","45-49","M","Interest_18",468749,84,134.1199975,6,1
"ID_1121613","CPG_ID_1178","FB_ID_144626","45-49","M","Interest_19",309823,60,103.3899996,4,4
"ID_1121615","CPG_ID_1178","FB_ID_144626","45-49","M","Interest_19",327227,65,116.5599996,5,0
"ID_1121616","CPG_ID_1178","FB_ID_144626","45-49","M","Interest_19",334945,72,120.2999994,2,1
"ID_1121617","CPG_ID_1178","FB_ID_144626","45-49","M","Interest_19",68859,15,25.45999968,1,0
"ID_1121619","CPG_ID_1178","FB_ID_144627","45-49","M","Interest_20",127125,20,35.67999983,2,0
"ID_1121620","CPG_ID_1178","FB_ID_144627","45-49","M","Interest_20",415798,80,131.7800006,3,1
"ID_1121622","CPG_ID_1178","FB_ID_144627","45-49","M","Interest_20",107671,20,29.91000021,1,1
"ID_1121623","CPG_ID_1178","FB_ID_144627","45-49","M","Interest_20",164356,28,46.7900002,2,1
"ID_1121624","CPG_ID_1178","FB_ID_144627","45-49","M","Interest_20",17662,2,3.189999938,1,0
"ID_1121627","CPG_ID_1178","FB_ID_144628","45-49","M","Interest_21",65339,10,16.67999983,2,0
"ID_1121628","CPG_ID_1178","FB_ID_144628","45-49","M","Interest_21",59838,7,11.11000013,1,0
"ID_1121629","CPG_ID_1178","FB_ID_144628","45-49","M","Interest_21",381577,81,127.5699993,2,0
"ID_1121635","CPG_ID_1178","FB_ID_144629","45-49","M","Interest_22",45491,8,11.00999999,1,0
"ID_1121638","CPG_ID_1178","FB_ID_144630","45-49","M","Interest_23",18946,2,3.599999905,1,0
"ID_1121641","CPG_ID_1178","FB_ID_144630","45-49","M","Interest_23",114370,18,33.65999997,1,0
"ID_1121642","CPG_ID_1178","FB_ID_144630","45-49","M","Interest_23",99698,21,33.3499999,1,0
"ID_1121644","CPG_ID_1178","FB_ID_144631","45-49","M","Interest_24",355165,81,128.6099997,4,3
"ID_1121650","CPG_ID_1178","FB_ID_144632","45-49","M","Interest_25",101431,23,33.93000031,1,1
"ID_1121652","CPG_ID_1178","FB_ID_144632","45-49","M","Interest_25",123151,24,36.4400003,2,1
"ID_1121660","CPG_ID_1178","FB_ID_144633","45-49","M","Interest_26",24078,4,5.769999981,1,0
"ID_1121661","CPG_ID_1178","FB_ID_144634","45-49","M","Interest_27",517801,105,181.7200011,3,0
"ID_1121662","CPG_ID_1178","FB_ID_144634","45-49","M","Interest_27",145104,25,41.42000008,2,1
"ID_1121664","CPG_ID_1178","FB_ID_144634","45-49","M","Interest_27",179950,35,58.67999971,1,0
"ID_1121665","CPG_ID_1178","FB_ID_144634","45-49","M","Interest_27",258531,46,80.33999979,2,0
"ID_1121666","CPG_ID_1178","FB_ID_144634","45-49","M","Interest_27",272500,62,104.4599996,3,0
"ID_1121667","CPG_ID_1178","FB_ID_144635","45-49","M","Interest_28",273197,57,87.7300005,3,0
"ID_1121668","CPG_ID_1178","FB_ID_144635","45-49","M","Interest_28",775904,172,253.990002,4,2
"ID_1121669","CPG_ID_1178","FB_ID_144635","45-49","M","Interest_28",120251,26,39.44000006,1,0
"ID_1121671","CPG_ID_1178","FB_ID_144635","45-49","M","Interest_28",139406,24,39.04999948,1,0
"ID_1121672","CPG_ID_1178","FB_ID_144635","45-49","M","Interest_28",60314,11,16.93999958,2,1
"ID_1121673","CPG_ID_1178","FB_ID_144636","45-49","M","Interest_29",563074,86,142.7099985,4,2
"ID_1121674","CPG_ID_1178","FB_ID_144636","45-49","M","Interest_29",168655,18,27.29999983,2,0
"ID_1121675","CPG_ID_1178","FB_ID_144636","45-49","M","Interest_29",111963,17,29.3799994,2,1
"ID_1121676","CPG_ID_1178","FB_ID_144636","45-49","M","Interest_29",1026304,168,277.5799986,17,8
"ID_1121677","CPG_ID_1178","FB_ID_144636","45-49","M","Interest_29",1391924,258,422.8400038,17,10
